.	.	-470.00	179.00
.	.	-460.00	199.00
.	.	-470.00	209.00
.	.	-480.00	209.00
.	.	-440.00	209.00
.	.	-420.00	219.00
.	.	-430.00	229.00
.	.	-420.00	239.00
.	.	-460.00	259.00
.	.	-440.00	269.00
.	.	-490.00	299.00
.	.	-510.00	259.00
.	.	-520.00	319.00
.	.	-480.00	239.00
.	.	-500.00	219.00
.	.	-520.00	219.00
.	.	-520.00	239.00
.	.	-540.00	349.00
.	.	-570.00	359.00
.	.	-570.00	369.00
.	.	-570.00	319.00
.	.	-590.00	299.00
.	.	-570.00	279.00
.	.	-550.00	289.00
.	.	-550.00	269.00
.	.	-580.00	229.00
.	.	-530.00	209.00
.	.	-530.00	179.00
.	.	-560.00	149.00
.	.	-550.00	139.00
.	.	-570.00	109.00
.	.	-560.00	89.00
.	.	-540.00	109.00
.	.	-590.00	129.00
.	.	-620.00	119.00
.	.	-620.00	129.00
.	.	-620.00	179.00
.	.	-600.00	199.00
.	.	-650.00	219.00
.	.	-630.00	229.00
.	.	-600.00	249.00
.	.	-640.00	269.00
.	.	-660.00	269.00
.	.	-660.00	299.00
.	.	-660.00	329.00
.	.	-640.00	319.00
.	.	-630.00	339.00
.	.	-690.00	289.00
.	.	-710.00	329.00
.	.	-720.00	349.00
.	.	-740.00	309.00
.	.	-750.00	289.00
.	.	-720.00	239.00
.	.	-730.00	239.00
.	.	-700.00	219.00
.	.	-680.00	179.00
.	.	-690.00	119.00
.	.	-570.00	279.00
.	.	-740.00	179.00
.	.	-730.00	159.00
.	.	-750.00	159.00
.	.	-780.00	169.00
.	.	-740.00	199.00
.	.	-800.00	209.00
.	.	-810.00	239.00
.	.	-800.00	279.00
.	.	-780.00	319.00
.	.	-760.00	349.00
.	.	-790.00	369.00
.	.	-820.00	309.00
.	.	-810.00	109.00
.	.	-760.00	89.00
.	.	-730.00	119.00
.	.	-710.00	109.00
.	.	-740.00	389.00
.	.	-680.00	369.00
.	.	-650.00	169.00
.	.	-880.00	309.00
.	.	-840.00	319.00
.	.	-860.00	279.00
.	.	-880.00	119.00
.	.	-890.00	119.00
.	.	-870.00	239.00
.	.	-990.00	89.00
.	.	-900.00	79.00
.	.	-860.00	49.00
.	.	-710.00	69.00
.	.	-740.00	59.00
.	.	-770.00	59.00
.	.	-810.00	59.00
.	.	-790.00	-1.00
.	.	-780.00	-31.00
.	.	-710.00	-21.00
.	.	-700.00	-1.00
.	.	-630.00	-61.00
.	.	-650.00	29.00
.	.	-650.00	59.00
.	.	-630.00	59.00
.	.	-610.00	49.00
.	.	-590.00	69.00
.	.	-570.00	79.00
.	.	-590.00	19.00
.	.	-580.00	-1.00
.	.	-550.00	9.00
.	.	-550.00	-11.00
.	.	-560.00	-31.00
.	.	-590.00	-21.00
.	.	-570.00	39.00
.	.	-550.00	69.00
.	.	-530.00	19.00
.	.	-510.00	59.00
.	.	-500.00	29.00
.	.	-470.00	49.00
.	.	-480.00	69.00
.	.	-450.00	49.00
.	.	-450.00	69.00
.	.	-420.00	69.00
.	.	-450.00	29.00
.	.	-420.00	19.00
.	.	-410.00	29.00
.	.	-410.00	-1.00
.	.	-440.00	-1.00
.	.	-480.00	-11.00
.	.	-510.00	9.00
.	.	-510.00	-41.00
.	.	-520.00	-121.00
.	.	-490.00	-101.00
.	.	-430.00	-101.00
.	.	-410.00	-101.00
.	.	-380.00	-61.00
.	.	-400.00	-21.00
.	.	-380.00	-41.00
.	.	-350.00	-1.00
.	.	-370.00	69.00
.	.	-380.00	29.00
.	.	-330.00	49.00
.	.	-300.00	29.00
.	.	-280.00	49.00
.	.	-230.00	-1.00
.	.	-320.00	-11.00
.	.	-280.00	-1.00
.	.	-300.00	-121.00
.	.	-230.00	-131.00
.	.	-460.00	-151.00
.	.	-450.00	-131.00
.	.	-250.00	59.00
.	.	-210.00	-211.00
.	.	-150.00	-21.00
.	.	-30.00	19.00
.	.	-340.00	-181.00
.	.	-510.00	-201.00
.	.	-170.00	169.00
.	.	-50.00	209.00
.	.	-160.00	269.00
